ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Meta: _menu_order

,simple,ukep_ext_rosreestr,Для использования на портале Росреестр,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,600,"Платные расширения > УКЭП",,,,,,,,,,,,,,,,,,0
,simple,ukep_ext_fedresurs,Для использования на площадке Федресурса и порталах по раскрытию информации,1,0,visible,"<p>Список поддерживаемых площадок:</p><p>1. Федресурс (ГП Интерфакс)<br>2. ЕФРСБ<br>3. Интерфакс-ЦРКИ<br>4. СКРИН<br>5. Система раскрытия информации АК&М<br>6. АЭИ «ПРАЙМ»<br>7. ИА «АЗИПИ - Информ»</p>",,,,taxable,,1,,,0,0,,,,,1,,,200,"Платные расширения > УКЭП",,,,,,,,,,,,,,,,,,1
,simple,ukep_ext_b2b,Для использования на ЭТП B2B,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,3500,"Платные расширения > УКЭП",,,,,,,,,,,,,,,,,,2
,simple,ukep_ext_fabrikant,Для использования на ЭТП Fabrikant.ru,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,3200,"Платные расширения > УКЭП",,,,,,,,,,,,,,,,,,3
,simple,ukep_ext_cdt,"Для использования на площадке ЦДТ (как участник)",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,6500,"Платные расширения > УКЭП",,,,,,,,,,,,,,,,,,4
,simple,ukep_ext_povolzhe,Для использования на площадке Электронные системы Поволжья,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,1700,"Платные расширения > УКЭП",,,,,,,,,,,,,,,,,,5
,simple,ukep_ext_ural,Для использования в Уральская ЭТП,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,3500,"Платные расширения > УКЭП",,,,,,,,,,,,,,,,,,6
,simple,ukep_ext_auction,Для использования на площадке Аукционный тендерный центр,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,1700,"Платные расширения > УКЭП",,,,,,,,,,,,,,,,,,7

,simple,mchd_003,Формат 003,1,0,visible,"Универсальный формат, применяется для взаимодействия с ФНС, Росстатом, СФР, банками, контрагентами и в системах ЭДО. С марта 2025 года это единственный формат, который ФНС принимает к регистрации.",,,,taxable,,1,,,0,0,,,,,1,,,2000,"МЧД > УКЭП",,,,,,,,,,,,,,,,,,0
,simple,mchd_sfr,Собственный формат СФР,1,0,visible,Для обмена документами с СФР нужно создавать специальные МЧД,,,,taxable,,1,,,0,0,,,,,1,,,2000,"МЧД > УКЭП",,,,,,,,,,,,,,,,,,1

,simple,crypto_signal_com,Бессрочная лицензия на криптопровайдер Signal-COM CSP (Windows 7/8.1/10),1,0,visible,*при заказе сертификата,,,,taxable,,1,,,0,0,,,,,1,,,0,"Криптопровайдеры > УКЭП",,,,,,,,,,,,,,,,,,0

,simple,token_smart_pro,Лицензия на мобильное приложение SmartToken-PRO (телефон в качестве токена), сертификат ФСБ,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,820,"Носители ключей > УКЭП",,,,,,,,,,,,,,,,,,0
,simple,token_rutoken_ecp,Рутокен ЭЦП 3.0 3120, сертификат ФСБ,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,2680,"Носители ключей > УКЭП",,,,,,,,,,,,,,,,,,1
,simple,token_rutoken_lite,Рутокен Lite, сертификат ФСТЭК,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,2130,"Носители ключей > УКЭП",,,,,,,,,,,,,,,,,,2

,simple,srv_setup_pc,Настройка компьютера в ОС Windows для работы с квалифицированным сертификатом ЭП (без выезда к заказчику),1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,1000,"Дополнительные услуги > УКЭП",,,,,,,,,,,,,,,,,,0
,simple,srv_speed,Ускоренный выпуск сертификата электронной подписи,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,3500,"Дополнительные услуги > УКЭП",,,,,,,,,,,,,,,,,,1
,simple,srv_backup,Резервное копирование ключей (для носителей с извлекаемыми данными),1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,2000,"Дополнительные услуги > УКЭП",,,,,,,,,,,,,,,,,,2
,simple,srv_accreditation,Оказание помощи в аккредитации на ЭТП (одна площадка),1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,5000,"Дополнительные услуги > УКЭП",,,,,,,,,,,,,,,,,,3
,simple,srv_identification,Очная идентификация ФЛ в пределах МКАД,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,3000,"Дополнительные услуги > УКЭП",,,,,,,,,,,,,,,,,,4

,simple,unep_cert_ul,Усиленный неквалифицированный сертификат (Годовой) Юридическое лицо,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,3000,"Сертификаты > УНЭП",,,,,,,,,,,,,,,,,,0
,simple,unep_cert_fl,Усиленный неквалифицированный сертификат (Годовой) физическое лицо,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,2000,"Сертификаты > УНЭП",,,,,,,,,,,,,,,,,,1
,simple,unep_cert_ip,Усиленный неквалифицированный сертификат (Годовой) Индивидуальный предприниматель,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,2000,"Сертификаты > УНЭП",,,,,,,,,,,,,,,,,,2

,simple,outsourcing_cert,Усиленный неквалифицированный сертификат (Годовой),1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,800,"Аутсорсинг > УНЭП",,,,,,,,,,,,,,,,,,0
,simple,outsourcing_center,Центр регистрации Notary-Pro RA,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,25000,"Аутсорсинг > УНЭП",,,,,,,,,,,,,,,,,,1
,simple,outsourcing_quarter,Квартальный платеж,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,3000,"Аутсорсинг > УНЭП",,,,,,,,,,,,,,,,,,2

,simple,mchd_format_003,Формат 003,1,0,visible,"Универсальный формат, применяется для взаимодействия с ФНС, Росстатом, СФР, банками, контрагентами и в системах ЭДО. С марта 2025 года это единственный формат, который ФНС принимает к регистрации.",,,,taxable,,1,,,0,0,,,,,1,,,2000,"МЧД > МЧД",,,,,,,,,,,,,,,,,,0
,simple,mchd_format_sfr,Собственный формат СФР,1,0,visible,Для обмена документами с СФР нужно создавать специальные МЧД,,,,taxable,,1,,,0,0,,,,,1,,,2000,"МЧД > МЧД",,,,,,,,,,,,,,,,,,1
