ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Meta: _menu_order

,simple,srv_accreditation,Оказание помощи в аккредитации на ЭТП (одна площадка),1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,5000,dopolnitelnye-uslugi,,,,,,,,,,,,,,,,3
,simple,srv_identification,Очная идентификация ФЛ в пределах МКАД,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,3000,dopolnitelnye-uslugi,,,,,,,,,,,,,,,,4

,simple,unep_cert_ul,Усиленный неквалифицированный сертификат (Годовой) Юридическое лицо,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,3000,unep-sertifikaty,,,,,,,,,,,,,,,,0
,simple,unep_cert_ul_2,Усиленный неквалифицированный сертификат (Годовой) Юридическое лицо,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,3000,unep-sertifikaty,,,,,,,,,,,,,,,,1
,simple,unep_cert_ip,Усиленный неквалифицированный сертификат (Годовой) Индивидуальный предприниматель,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,2000,unep-sertifikaty,,,,,,,,,,,,,,,,2

,simple,unep_outsourcing_cert,Усиленный неквалифицированный сертификат (Годовой),1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,800,unep-autsorsing,,,,,,,,,,,,,,,,0
,simple,unep_outsourcing_center,Центр регистрации Notary-Pro RA,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,25000,unep-autsorsing,,,,,,,,,,,,,,,,1
,simple,unep_outsourcing_quarter,Квартальный платеж,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,3000,unep-autsorsing,,,,,,,,,,,,,,,,2

,simple,mchd_format_003,003,1,0,visible,"Универсальный формат применяется для взаимодействия с ФНС Росстатом СФР банками контрагентами и в системах ЭДО. С марта 2025 года это единственный формат который ФНС принимает к регистрации.",,,,taxable,,1,,,0,0,,,,,1,,,2000,mchd-format,,,,,,,,,,,,,,,,0
,simple,mchd_format_sfr,Собственный формат СФР,1,0,visible,Для обмена документами с СФР нужно создавать специальные МЧД,,,,taxable,,1,,,0,0,,,,,1,,,2000,mchd-format,,,,,,,,,,,,,,,,1
